,propeller,parent_f_name,parent_t_name,detected_topology,blades_similarity,topology_ration,Superkingdom,Phylum,Class,Order,Genus,Species,Classification,Termini_distance,Protein_coverage
4634,KZT50593.1_#1,ANAPC4_WD40,8-bladed,14,60.47,1.75,Eukaryota,Basidiomycota,Dacrymycetes,Dacrymycetales,Calocera,Calocera cornea HHB12733,Complete,96,72.08182912154031
4635,KZO92963.1_#1,ANAPC4_WD40,8-bladed,6,72.08,0.75,Eukaryota,Basidiomycota,Dacrymycetes,Dacrymycetales,Calocera,Calocera viscosa TUFC12733,Complete,26,60.57007125890736
4636,KZO92981.1_#1,ANAPC4_WD40,8-bladed,11,72.41,1.375,Eukaryota,Basidiomycota,Dacrymycetes,Dacrymycetales,Calocera,Calocera viscosa TUFC12733,Complete,4,33.58568479008947
4637,KZO90470.1_#1,ANAPC4_WD40,8-bladed,8,67.44,1.0,Eukaryota,Basidiomycota,Dacrymycetes,Dacrymycetales,Calocera,Calocera viscosa TUFC12733,Complete,928,15.50422034651266
4638,KIR89409.1_#1,ANAPC4_WD40,8-bladed,3,62.5,0.375,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcus,Cryptococcus gattii VGIV IND107,Incomplete,2,28.50356294536817
4639,PNW79711.1_#1,ANAPC4_WD40,8-bladed,14,73.81,1.75,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,Chlamydomonas reinhardtii,Complete,16,29.23228346456693
4640,GAX81309.1_#1,ANAPC4_WD40,8-bladed,2,68.75,0.25,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,Chlamydomonas eustigma,Complete,9,51.64835164835165
4641,GAX81310.1_#1,ANAPC4_WD40,8-bladed,2,80.0,0.25,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,Chlamydomonas eustigma,Incomplete,65,19.082125603864736
4642,PNH02093.1_#1,ANAPC4_WD40,8-bladed,14,61.9,1.75,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Tetrabaena,Tetrabaena socialis,Complete,11,57.818532818532816
4643,PNH07717.1_#1,ANAPC4_WD40,8-bladed,7,79.41,0.875,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Tetrabaena,Tetrabaena socialis,Complete,4,92.85714285714286
4644,PNH09655.1_#2,ANAPC4_WD40,8-bladed,2,77.94,0.25,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Tetrabaena,Tetrabaena socialis,Complete,0,5.071967100753941
4645,PNH05495.1_#1,ANAPC4_WD40,8-bladed,14,64.86,1.75,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Tetrabaena,Tetrabaena socialis,Complete,1,98.2084690553746
4646,PNH11028.1_#1,ANAPC4_WD40,8-bladed,2,82.26,0.25,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Tetrabaena,Tetrabaena socialis,Complete,3,90.0
4647,PNH01084.1_#1,ANAPC4_WD40,8-bladed,8,97.44,1.0,Eukaryota,Chlorophyta,Chlorophyceae,Chlamydomonadales,Tetrabaena,Tetrabaena socialis,Complete,6,27.414075286415713
4648,XP_023906958.1_#1,ANAPC4_WD40,8-bladed,12,69.66,1.5,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Quercus,Quercus suber,Complete,79,52.02558635394456
4649,XP_023909696.1_#1,ANAPC4_WD40,8-bladed,10,85.71,1.25,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Quercus,Quercus suber,Complete,73,27.79684282772821
4650,XP_023906899.1_#1,ANAPC4_WD40,8-bladed,9,61.9,1.125,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Quercus,Quercus suber,Complete,0,33.98972602739726
4651,XP_023909893.1_#1,ANAPC4_WD40,8-bladed,11,78.57,1.375,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Quercus,Quercus suber,Complete,73,76.58227848101266
4652,XP_023870787.1_#1,ANAPC4_WD40,8-bladed,2,84.29,0.25,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Quercus,Quercus suber,Complete,23,14.15270018621974
4653,XP_023909920.1_#1,ANAPC4_WD40,8-bladed,12,61.54,1.5,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Quercus,Quercus suber,Complete,18,92.97597042513863
4654,RZB65057.1_#1,ANAPC4_WD40,8-bladed,5,100.0,0.625,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Glycine,Glycine soja,Incomplete,11,27.7992277992278
4655,ETO32083.1_#1,ANAPC4_WD40,8-bladed,14,66.67,1.75,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,40,33.98766124509254
4656,ETO36350.1_#1,ANAPC4_WD40,8-bladed,14,61.9,1.75,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,132,33.50634371395617
4657,ETO11776.1_#1,ANAPC4_WD40,8-bladed,2,80.95,0.25,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,2,56.45161290322581
4658,ETN97765.1_#1,ANAPC4_WD40,8-bladed,2,80.95,0.25,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,2,55.37190082644628
4659,ETO12363.1_#1,ANAPC4_WD40,8-bladed,14,65.85,1.75,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,94,72.09026128266034
4660,ETO12690.1_#1,ANAPC4_WD40,8-bladed,12,64.29,1.5,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,9,86.41571194762685
4661,ETO13217.1_#1,ANAPC4_WD40,8-bladed,14,64.29,1.75,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,39,36.08490566037736
4662,ETO35754.1_#1,ANAPC4_WD40,8-bladed,2,80.95,0.25,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,69,9.00900900900901
4663,ETO22081.1_#1,ANAPC4_WD40,8-bladed,14,69.05,1.75,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,81,33.76477208778841
4664,ETO14549.1_#1,ANAPC4_WD40,8-bladed,14,66.67,1.75,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,79,31.071620893914915
4665,ETN98826.1_#1,ANAPC4_WD40,8-bladed,2,80.95,0.25,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,2,41.42011834319526
4666,ETO01393.1_#1,ANAPC4_WD40,8-bladed,16,71.43,2.0,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,40,62.10131332082552
4667,ETN99463.1_#1,ANAPC4_WD40,8-bladed,4,68.75,0.5,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,28,64.91228070175438
4668,ETO25213.1_#1,ANAPC4_WD40,8-bladed,2,66.25,0.25,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,290,12.0
4669,ETO25213.1_#2,ANAPC4_WD40,8-bladed,2,68.42,0.25,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,99,15.866666666666667
4670,ETO08207.1_#1,ANAPC4_WD40,8-bladed,2,82.76,0.25,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,2,63.46153846153846
4671,ETO07215.1_#1,ANAPC4_WD40,8-bladed,14,61.9,1.75,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,58,72.17391304347827
4672,ETO10827.1_#1,ANAPC4_WD40,8-bladed,17,70.73,2.125,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,38,35.63995837669095
4673,ETO05253.1_#1,ANAPC4_WD40,8-bladed,3,64.81,0.375,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,2,68.65671641791045
4674,ETO33794.1_#1,ANAPC4_WD40,8-bladed,16,60.98,2.0,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,12,88.85906040268456
4675,ETN99556.1_#1,ANAPC4_WD40,8-bladed,3,68.42,0.375,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,26,50.0
4676,ETO34832.1_#1,ANAPC4_WD40,8-bladed,3,70.59,0.375,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Incomplete,10,60.43956043956044
4677,ETO11766.1_#1,ANAPC4_WD40,8-bladed,2,81.58,0.25,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,9,53.10734463276836
4678,ETO15510.1_#1,ANAPC4_WD40,8-bladed,2,83.33,0.25,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,26,47.234042553191486
4679,ETO07394.1_#1,ANAPC4_WD40,8-bladed,14,60.75,1.75,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,96,32.410611303344865
4680,ETO07034.1_#1,ANAPC4_WD40,8-bladed,3,64.71,0.375,Eukaryota,Foraminifera,na,na,Reticulomyxa,Reticulomyxa filosa,Complete,10,61.08108108108108
4681,PRP80701.1_#1,ANAPC4_WD40,8-bladed,8,67.5,1.0,Eukaryota,Evosea,Variosea,Cavosteliida,Planoprotostelium,Planoprotostelium fungivorum,Complete,0,53.19516407599309
4682,PRP85718.1_#1,ANAPC4_WD40,8-bladed,9,64.1,1.125,Eukaryota,Evosea,Variosea,Cavosteliida,Planoprotostelium,Planoprotostelium fungivorum,Complete,10,92.91338582677166
4683,PRP80697.1_#1,ANAPC4_WD40,8-bladed,7,75.0,0.875,Eukaryota,Evosea,Variosea,Cavosteliida,Planoprotostelium,Planoprotostelium fungivorum,Complete,0,49.913644214162346
4684,PRP83722.1_#1,ANAPC4_WD40,8-bladed,7,61.54,0.875,Eukaryota,Evosea,Variosea,Cavosteliida,Planoprotostelium,Planoprotostelium fungivorum,Complete,25,49.55116696588869
4685,PRP82838.1_#1,ANAPC4_WD40,8-bladed,7,65.0,0.875,Eukaryota,Evosea,Variosea,Cavosteliida,Planoprotostelium,Planoprotostelium fungivorum,Complete,2,97.53521126760563
4686,XP_020625375.1_#1,ANAPC4_WD40,8-bladed,2,100.0,0.25,Eukaryota,Cnidaria,Anthozoa,Scleractinia,Orbicella,Orbicella faveolata,Incomplete,65,8.6053412462908
4687,RZB30894.1_#1,ANAPC4_WD40,8-bladed,9,66.67,1.125,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Candidatus,Candidatus Argoarchaeum ethanivorans,Complete,7,36.97813121272366
4688,WP_097298554.1_#1,ANAPC4_WD40,8-bladed,14,61.9,1.75,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Candidatus,Candidatus Methanoperedens sp.,Complete,85,45.316070068545315
4689,AET64003.1_#1,ANAPC4_WD40,8-bladed,11,76.19,1.375,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaeta,Methanosaeta harundinacea 6Ac,Complete,6,42.72300469483568
4690,WP_014587612.1_#1,ANAPC4_WD40,8-bladed,14,77.38,1.75,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaeta,Methanosaeta harundinacea 6Ac,Complete,6,47.4025974025974
4691,WP_152422638.1_#1,ANAPC4_WD40,8-bladed,2,80.65,0.25,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialba,Natrialba taiwanensis,Complete,21,45.945945945945944
4692,PKP59938.1_#1,ANAPC4_WD40,8-bladed,7,83.33,0.875,Archaea,candidate phyla,na,Candidatus Altiarchaeales,Candidatus,Candidatus Altiarchaeales archaeon HGW-Altiarchaeales-2,Complete,43,32.19178082191781
4693,ODS38177.1_#1,ANAPC4_WD40,8-bladed,3,68.97,0.375,Archaea,candidate phyla,na,Candidatus Altiarchaeales,Candidatus,Candidatus Altiarchaeales archaeon WOR_SM1_79,Complete,43,14.015151515151516
4694,PYL26095.1_#1,ANAPC4_WD40,7-bladed,2,95.0,0.2857142857142857,Bacteria,Verrucomicrobia,na,na,Verrucomicrobia,Verrucomicrobia bacterium,Complete,2,27.84313725490196
4695,PYL26096.1_#1,ANAPC4_WD40,7-bladed,2,84.21,0.2857142857142857,Bacteria,Verrucomicrobia,na,na,Verrucomicrobia,Verrucomicrobia bacterium,Complete,27,23.84259259259259
4696,PYJ22401.1_#1,ANAPC4_WD40,7-bladed,2,86.21,0.2857142857142857,Bacteria,Verrucomicrobia,na,na,Verrucomicrobia,Verrucomicrobia bacterium,Complete,2,32.25806451612903
4697,PYJ09333.1_#1,ANAPC4_WD40,7-bladed,2,88.71,0.2857142857142857,Bacteria,Verrucomicrobia,na,na,Verrucomicrobia,Verrucomicrobia bacterium,Complete,2,28.235294117647058
4698,RKU35475.1_#1,ANAPC4_WD40,7-bladed,2,81.03,0.2857142857142857,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Poribacteria bacterium,Incomplete,10,11.846153846153847
4699,RKU21628.1_#1,ANAPC4_WD40,7-bladed,8,66.67,1.1428571428571428,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Poribacteria bacterium,Complete,26,37.54646840148699
4700,OGB96860.1_#1,ANAPC4_WD40,7-bladed,6,69.86,0.8571428571428571,Bacteria,na,na,na,candidate,candidate division TM6 bacterium RIFCSPHIGHO2_12_FULL_36_22,Complete,55,63.172804532577906
4701,ASV46843.1_#1,ANAPC4_WD40,7-bladed,5,69.05,0.7142857142857143,Bacteria,na,na,na,uncultured,uncultured bacterium,Complete,2,83.33333333333333
4702,KAB2905416.1_#1,ANAPC4_WD40,7-bladed,2,86.67,0.2857142857142857,Bacteria,Chloroflexi,Anaerolineae,na,Anaerolineae,Anaerolineae bacterium,Incomplete,7,46.25850340136054
4703,OLB34127.1_#1,ANAPC4_WD40,7-bladed,2,69.23,0.2857142857142857,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacter,Ktedonobacter sp. 13_1_20CM_3_54_15,Complete,2,91.08910891089108
4704,EFH82766.1_#1,ANAPC4_WD40,7-bladed,2,87.84,0.2857142857142857,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacter,Ktedonobacter racemifer DSM 44963,Complete,2,21.910112359550563
4705,REJ91092.1_#1,ANAPC4_WD40,7-bladed,2,80.56,0.2857142857142857,Bacteria,Planctomycetes,na,na,Planctomycetes,Planctomycetes bacterium,Complete,20,11.013986013986013
4706,WP_125737600.1_#1,ANAPC4_WD40,7-bladed,4,69.38,0.5714285714285714,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Amycolatopsis,Amycolatopsis sp. WAC 04197,Complete,264,14.626129827444537
4707,WP_114446222.1_#1,ANAPC4_WD40,7-bladed,2,77.63,0.2857142857142857,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Marinitenerispora,Marinitenerispora sediminis,Complete,227,12.116564417177914
4708,WP_082801259.1_#1,ANAPC4_WD40,7-bladed,2,80.43,0.2857142857142857,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Herbidospora,Herbidospora cretacea,Complete,19,57.5
4709,WP_086681664.1_#1,ANAPC4_WD40,7-bladed,2,80.0,0.2857142857142857,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces pseudogriseolus,Complete,52,36.36363636363637
4710,WP_078622342.1_#1,ANAPC4_WD40,7-bladed,2,80.88,0.2857142857142857,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomyces sp. NRRL S-244,Complete,28,5.744520030234316
4711,WP_141714182.1_#9,ANAPC4_WD40,7-bladed,7,70.73,1.0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonospora,Micromonospora inyonensis,Complete,2769,2.884071630537229
4712,TWH69486.1_#2,ANAPC4_WD40,7-bladed,7,78.57,1.0,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonospora,Micromonospora olivasterospora,Complete,793,12.510288065843621
4713,WP_084508418.1_#1,ANAPC4_WD40,7-bladed,2,68.97,0.2857142857142857,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardia,Nocardia pseudovaccinii,Complete,2,86.08695652173913
4714,SPF52556.1_#1,ANAPC4_WD40,7-bladed,2,81.82,0.2857142857142857,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,Candidatus,Candidatus Sulfopaludibacter sp. SbA4,Complete,2,66.66666666666667
4715,WP_090714939.1_#1,ANAPC4_WD40,7-bladed,2,80.65,0.2857142857142857,Bacteria,Proteobacteria,Gammaproteobacteria,na,Bathymodiolus,Bathymodiolus azoricus thioautotrophic gill symbiont,Complete,68,23.986486486486488
4716,VVH54906.1_#1,ANAPC4_WD40,7-bladed,2,80.65,0.2857142857142857,Bacteria,Proteobacteria,Gammaproteobacteria,na,uncultured,uncultured Gammaproteobacteria bacterium,Complete,68,15.236051502145923
4717,OAD20107.1_#1,ANAPC4_WD40,7-bladed,6,60.0,0.8571428571428571,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Candidatus,Candidatus Thiomargarita nelsonii,Complete,16,69.97319034852546
4718,TMQ13114.1_#1,ANAPC4_WD40,7-bladed,2,90.0,0.2857142857142857,Bacteria,Proteobacteria,Deltaproteobacteria,na,Deltaproteobacteria,Deltaproteobacteria bacterium,Complete,2,49.25373134328358
4719,TMQ16412.1_#1,ANAPC4_WD40,7-bladed,2,87.5,0.2857142857142857,Bacteria,Proteobacteria,Deltaproteobacteria,na,Deltaproteobacteria,Deltaproteobacteria bacterium,Complete,17,22.646310432569976
4720,WP_136926725.1_#1,ANAPC4_WD40,7-bladed,3,74.36,0.42857142857142855,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangium,Polyangium sp. SDU3-1,Complete,26,48.4
4721,KFA93814.1_#1,ANAPC4_WD40,7-bladed,2,100.0,0.2857142857142857,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangium,Archangium violaceum Cb vi76,Complete,2,58.74125874125874
4722,WP_084610280.1_#1,ANAPC4_WD40,7-bladed,2,82.76,0.2857142857142857,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangium,Archangium violaceum,Complete,35,6.329113924050633
4723,PCJ83360.1_#1,ANAPC4_WD40,7-bladed,2,81.25,0.2857142857142857,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales,Flavobacteriales bacterium,Complete,10,21.13095238095238
4724,WP_017715954.1_#1,ANAPC4_WD40,7-bladed,2,87.88,0.2857142857142857,Bacteria,Cyanobacteria,na,Oscillatoriales,Oscillatoria,Oscillatoria sp. PCC 10802,Complete,24,54.861111111111114
4725,WP_042151388.1_#1,ANAPC4_WD40,7-bladed,2,82.81,0.2857142857142857,Bacteria,Cyanobacteria,na,Oscillatoriales,Planktothrix,Planktothrix agardhii NIVA-CYA 126/8,Complete,3,10.674157303370787
4726,WP_026797582.1_#1,ANAPC4_WD40,7-bladed,7,73.53,1.0,Bacteria,Cyanobacteria,na,Oscillatoriales,Planktothrix,Planktothrix rubescens,Complete,3,34.666666666666664
4727,WP_141294333.1_#1,ANAPC4_WD40,7-bladed,7,73.53,1.0,Bacteria,Cyanobacteria,na,Oscillatoriales,Planktothrix,Planktothrix agardhii,Complete,3,46.63677130044843
4728,VXD14996.1_#1,ANAPC4_WD40,7-bladed,6,75.11,0.8571428571428571,Bacteria,Cyanobacteria,na,Oscillatoriales,Planktothrix,Planktothrix paucivesiculata PCC 9631,Complete,3,29.449838187702266
4729,WP_023066825.1_#1,ANAPC4_WD40,7-bladed,2,86.84,0.2857142857142857,Bacteria,Cyanobacteria,na,Oscillatoriales,Lyngbya,Lyngbya aestuarii BL J,Complete,281,5.7226705796038155
4730,WP_072923709.1_#1,ANAPC4_WD40,7-bladed,2,80.0,0.2857142857142857,Bacteria,Cyanobacteria,na,Chroococcales,Microcystis,Microcystis aeruginosa,Complete,579,6.03921568627451
4731,CCQ66938.1_#1,ANAPC4_WD40,7-bladed,2,81.48,0.2857142857142857,Bacteria,Cyanobacteria,na,Chroococcales,Crocosphaera,Crocosphaera watsonii WH 0402,Complete,4,89.47368421052632
4732,RCJ25636.1_#1,ANAPC4_WD40,7-bladed,7,66.67,1.0,Bacteria,Cyanobacteria,na,Nostocales,Nostoc,Nostoc minutum NIES-26,Complete,4,50.77186963979417
4733,BAY34668.1_#1,ANAPC4_WD40,7-bladed,2,90.74,0.2857142857142857,Bacteria,Cyanobacteria,na,Nostocales,Nostoc,Nostoc carneum NIES-2107,Complete,2,44.84848484848485
4734,ODG99476.1_#1,ANAPC4_WD40,7-bladed,2,92.86,0.2857142857142857,Bacteria,Cyanobacteria,na,Nostocales,Nostoc,Nostoc sp. KVJ20,Complete,2,63.865546218487395
4735,OKH55086.1_#1,ANAPC4_WD40,7-bladed,2,90.32,0.2857142857142857,Bacteria,Cyanobacteria,na,Nostocales,Scytonema,Scytonema sp. HK-05,Complete,35,10.013908205841446
4736,BAY98581.1_#1,ANAPC4_WD40,7-bladed,2,85.48,0.2857142857142857,Bacteria,Cyanobacteria,na,Nostocales,Tolypothrix,Tolypothrix tenuis PCC 7101,Complete,2,5.475285171102661
4737,WP_083872435.1_#1,ANAPC4_WD40,7-bladed,2,89.39,0.2857142857142857,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. PCC 7103,Complete,2,94.8051948051948
4738,WP_052754400.1_#1,ANAPC4_WD40,7-bladed,3,66.67,0.42857142857142855,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. 336/3,Complete,34,12.385321100917432
4739,WP_053331772.1_#1,ANAPC4_WD40,7-bladed,7,65.0,1.0,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Criblamydia,Criblamydia sequanensis CRIB-18,Complete,5,68.0306905370844
4740,KAA8492086.1_#1,ANAPC4_WD40,7-bladed,2,80.26,0.2857142857142857,Eukaryota,Rhodophyta,Bangiophyceae,Porphyridiales,Porphyridium,Porphyridium purpureum,Complete,2,13.8353765323993
4741,XP_001442276.1_#1,ANAPC4_WD40,7-bladed,2,91.3,0.2857142857142857,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,44,10.727496917385944
4742,XP_001431754.1_#1,ANAPC4_WD40,7-bladed,2,80.65,0.2857142857142857,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,0,85.71428571428571
4743,XP_001457062.1_#1,ANAPC4_WD40,7-bladed,3,60.26,0.42857142857142855,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,523,5.606813342796309
4744,OMJ65012.1_#1,ANAPC4_WD40,7-bladed,2,87.5,0.2857142857142857,Eukaryota,Ciliophora,Heterotrichea,Heterotrichida,Stentor,Stentor coeruleus,Complete,5,30.638297872340427
4745,GBG34757.1_#1,ANAPC4_WD40,7-bladed,6,69.34,0.8571428571428571,Eukaryota,na,Bigyra,Thraustochytrida,Hondaea,Hondaea fermentalgiana,Complete,77,18.840579710144926
4746,GBG31905.1_#1,ANAPC4_WD40,7-bladed,2,70.83,0.2857142857142857,Eukaryota,na,Bigyra,Thraustochytrida,Hondaea,Hondaea fermentalgiana,Incomplete,45,44.642857142857146
4747,CCA14891.1_#1,ANAPC4_WD40,7-bladed,2,66.67,0.2857142857142857,Eukaryota,na,Oomycetes,Albuginales,Albugo,Albugo laibachii Nc14,Incomplete,34,14.925373134328359
4748,CZR56190.1_#1,ANAPC4_WD40,7-bladed,3,63.64,0.42857142857142855,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Phialocephala,Phialocephala subalpina,Complete,2,45.72649572649573
4749,PQE18240.1_#2,ANAPC4_WD40,7-bladed,2,82.05,0.2857142857142857,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Rutstroemia,Rutstroemia sp. NJR-2017a BBW,Complete,50,4.876580373269115
4750,OQN99817.1_#1,ANAPC4_WD40,7-bladed,2,71.21,0.2857142857142857,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Rachicladosporium,Rachicladosporium antarcticum,Incomplete,191,12.317666126418152
4751,OQO21197.1_#1,ANAPC4_WD40,7-bladed,2,87.5,0.2857142857142857,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Rachicladosporium,Rachicladosporium sp. CCFEE 5018,Complete,97,19.896640826873384
4752,PVH90541.1_#1,ANAPC4_WD40,7-bladed,2,89.74,0.2857142857142857,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Periconia,Periconia macrospinosa,Complete,27,9.597156398104266
4753,XP_001933741.1_#1,ANAPC4_WD40,7-bladed,2,80.0,0.2857142857142857,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pyrenophora,Pyrenophora tritici-repentis Pt-1C-BFP,Complete,2,83.80952380952381
4754,KAE8867492.1_#1,ANAPC4_WD40,7-bladed,2,83.33,0.2857142857142857,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pyrenophora,Pyrenophora teres f. teres,Complete,103,16.377649325626205
4755,KAE8841204.1_#1,ANAPC4_WD40,7-bladed,2,83.33,0.2857142857142857,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pyrenophora,Pyrenophora teres f. teres,Complete,103,16.831683168316832
4756,OCK99665.1_#1,ANAPC4_WD40,7-bladed,7,77.42,1.0,Eukaryota,Ascomycota,Dothideomycetes,na,Cenococcum,Cenococcum geophilum 1.58,Complete,2,97.5103734439834
4757,RPB18212.1_#1,ANAPC4_WD40,7-bladed,2,91.03,0.2857142857142857,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Terfezia,Terfezia boudieri ATCC MYA-4762,Complete,5,38.46153846153846
4758,XP_009229439.1_#1,ANAPC4_WD40,7-bladed,2,90.91,0.2857142857142857,Eukaryota,Ascomycota,Sordariomycetes,Magnaporthales,Gaeumannomyces,Gaeumannomyces tritici R3-111a-1,Complete,0,42.857142857142854
4759,XP_029743193.1_#1,ANAPC4_WD40,7-bladed,3,84.62,0.42857142857142855,Eukaryota,Ascomycota,Sordariomycetes,Magnaporthales,Pyricularia,Pyricularia pennisetigena,Complete,84,10.80835603996367
4760,XP_029743197.1_#1,ANAPC4_WD40,7-bladed,2,95.83,0.2857142857142857,Eukaryota,Ascomycota,Sordariomycetes,Magnaporthales,Pyricularia,Pyricularia pennisetigena,Complete,2,42.076502732240435
4761,EXK76072.1_#1,ANAPC4_WD40,7-bladed,2,87.5,0.2857142857142857,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Fusarium,Fusarium oxysporum f. sp. raphani 54005,Complete,34,32.327586206896555
4762,RKK57104.1_#1,ANAPC4_WD40,7-bladed,2,84.72,0.2857142857142857,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Fusarium,Fusarium oxysporum,Complete,115,8.217716115261473
4763,EXM16382.1_#1,ANAPC4_WD40,7-bladed,2,86.11,0.2857142857142857,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Fusarium,Fusarium oxysporum f. sp. vasinfectum 25433,Complete,7,39.285714285714285
4764,XP_018251806.1_#1,ANAPC4_WD40,7-bladed,2,86.21,0.2857142857142857,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Fusarium,Fusarium oxysporum f. sp. lycopersici 4287,Complete,3,35.53299492385787
